Exit-location,Aircraft-type,Final-approach,Exit-angle,Temperature,Time,Windspeed,Visibility,ROT
2086.35,Medium,142,30,32,Day,-5,10,54
2086.35,Heavy,159,30,32,Day,-5,10,57
2086.35,Heavy,155,30,24,Day,2,7,61
2086.35,Medium,136,30,24,Day,2,7,59
2086.35,Heavy,144,30,24,Day,2,7,61
2086.35,Medium,142,30,24,Day,2,7,58
2086.35,Medium,146,30,24,Day,2,7,61
2086.35,Heavy,160,30,30,Day,8,7,63
2086.35,Heavy,155,30,30,Day,8,7,63
2086.35,Heavy,160,30,30,Day,8,7,65
2086.35,Heavy,148,30,30,Day,8,7,65
2086.35,Medium,131,30,30,Day,8,7,61
2086.35,Medium,140,30,28,Day,4,8,57
2086.35,Heavy,135,30,28,Day,4,8,59
2086.35,Medium,148,30,28,Day,4,8,60
2086.35,Heavy,155,30,28,Day,4,8,59
2086.35,Heavy,138,30,28,Day,4,8,61
2086.35,Heavy,153,30,28,Day,1,8,60
2086.35,Medium,150,30,28,Day,1,8,58
2086.35,Medium,140,30,28,Day,1,8,58
2086.35,Light,85,30,28,Day,1,8,57
2086.35,Medium,133,30,28,Day,1,8,57
2086.35,Light,109,30,25,Day,-1,6,59
2086.35,Medium,131,30,25,Day,-1,6,59
2086.35,Medium,144,30,25,Day,-1,6,60
2086.35,Medium,134,30,25,Day,-1,6,57
2086.35,Medium,130,30,25,Day,-1,6,61
1750,Light,110,30,34,Day,-8,10,52
1750,Light,94,30,34,Day,-8,10,50
2086.35,Heavy,153,30,34,Day,-8,10,53
1750,Medium,132,30,34,Day,-8,10,54
1750,Medium,149,30,34,Day,-8,10,53
2086.35,Medium,140,30,26,Day,2,9,59
2086.35,Heavy,151,30,26,Day,2,9,57
2086.35,Medium,142,30,26,Day,2,9,55
2086.35,Medium,140,30,26,Day,2,9,58
2086.35,Light,108,30,26,Day,2,9,56
2086.35,Light,83,30,30,Day,-7,7,56
2086.35,Medium,131,30,30,Day,-7,7,59
2086.35,Medium,150,30,30,Day,-7,7,59
2086.35,Medium,138,30,30,Day,-7,7,59
2086.35,Heavy,143,30,30,Day,-7,7,59
2086.35,Heavy,142,30,29,Day,-7,6,58
1750,Medium,146,30,29,Day,-7,6,55
2086.35,Medium,130,30,29,Day,-7,6,58
2086.35,Heavy,159,30,29,Day,-7,6,59
2086.35,Medium,140,30,29,Day,-7,6,56
2086.35,Medium,137,30,25,Day,-9,6,57
2086.35,Light,99,30,25,Day,-9,6,54
2086.35,Light,109,30,25,Day,-9,6,56
2086.35,Heavy,137,30,25,Day,-9,6,60
2086.35,Heavy,152,30,25,Day,-9,6,59
2086.35,Medium,134,30,29,Day,-2,7,57
2086.35,Medium,141,30,29,Day,-2,7,60
2086.35,Medium,141,30,29,Day,-2,7,58
2086.35,Medium,148,30,29,Day,-2,7,55
2086.35,Medium,135,30,29,Day,-2,7,57
2086.35,Medium,131,30,25,Day,-2,9,56
2086.35,Heavy,146,30,25,Day,-2,9,56
2086.35,Medium,148,30,25,Day,-2,9,59
2086.35,Medium,134,30,25,Day,-2,9,57
2086.35,Heavy,146,30,25,Day,-2,9,59
2086.35,Heavy,151,30,25,Day,1,6,59
2086.35,Medium,146,30,25,Day,1,6,58
2086.35,Medium,139,30,25,Day,1,6,59
2086.35,Medium,146,30,25,Day,1,6,58
2086.35,Medium,144,30,25,Day,1,6,59
2086.35,Medium,141,30,25,Day,-1,6,61
2086.35,Heavy,150,30,25,Day,-1,6,60
2086.35,Light,98,30,25,Day,-1,6,58
2086.35,Medium,148,30,25,Day,-1,6,57
2086.35,Light,82,30,25,Day,-1,6,56
1750,Light,105,30,34,Day,-5,10,51
2086.35,Heavy,155,30,34,Day,-5,10,56
2086.35,Heavy,151,30,34,Day,-5,10,55
1750,Medium,134,30,34,Day,-5,10,53
2086.35,Light,90,30,34,Day,-5,10,55
2086.35,Medium,135,30,26,Day,4,9,58
2086.35,Medium,137,30,26,Day,4,9,57
2086.35,Medium,147,30,26,Day,4,9,57
2086.35,Medium,141,30,26,Day,4,9,60
2086.35,Medium,144,30,26,Day,4,9,58
2086.35,Medium,138,30,25,Day,-7,6,57
2086.35,Medium,142,30,25,Day,-7,6,55
2086.35,Light,100,30,25,Day,-7,6,59
2086.35,Medium,144,30,25,Day,-7,6,58
2086.35,Medium,139,30,25,Day,-7,6,57
2086.35,Medium,145,30,27,Day,-5,9,57
2086.35,Heavy,141,30,27,Day,-5,9,56
1750,Medium,146,30,27,Day,-5,9,54
2086.35,Medium,150,30,27,Day,-5,9,56
2086.35,Light,96,30,27,Day,-5,9,54
2086.35,Medium,136,30,32,Day,-5,7,60
2086.35,Light,88,30,32,Day,-5,7,57
2086.35,Medium,144,30,32,Day,-5,7,57
2086.35,Heavy,155,30,32,Day,-5,7,57
2086.35,Medium,136,30,32,Day,-5,7,55
2086.35,Medium,138,30,29,Day,9,8,59
2086.35,Medium,148,30,29,Day,9,8,62
2086.35,Medium,145,30,29,Day,9,8,59
2086.35,Medium,137,30,29,Day,9,8,60
2086.35,Heavy,152,30,29,Day,9,8,65
2086.35,Medium,147,30,24,Day,4,6,58
2086.35,Heavy,154,30,24,Day,4,6,61
2086.35,Heavy,141,30,24,Day,4,6,59
2086.35,Medium,132,30,24,Day,4,6,62
2086.35,Light,92,30,24,Day,4,6,59
1750,Medium,139,30,31,Day,-6,10,52
1750,Light,91,30,31,Day,-6,10,52
1750,Light,88,30,31,Day,-6,10,52
2086.35,Medium,132,30,31,Day,-6,10,56
1750,Light,108,30,31,Day,-6,10,53
2086.35,Medium,132,30,30,Day,3,7,59
2086.35,Heavy,139,30,30,Day,3,7,58
2086.35,Light,100,30,30,Day,3,7,57
2086.35,Heavy,157,30,30,Day,3,7,58
2086.35,Medium,141,30,30,Day,3,7,59
2086.35,Medium,136,30,33,Day,0,9,59
2086.35,Medium,144,30,33,Day,0,9,57
2086.35,Medium,146,30,33,Day,0,9,56
2086.35,Heavy,138,30,33,Day,0,9,58
2086.35,Heavy,156,30,33,Day,0,9,59
2086.35,Heavy,159,30,26,Day,8,7,65
2086.35,Medium,142,30,26,Day,8,7,62
2086.35,Medium,147,30,26,Day,8,7,61
2086.35,Heavy,135,30,26,Day,8,7,60
2086.35,Heavy,150,30,26,Day,8,7,65
2086.35,Heavy,147,30,24,Day,-2,6,60
2086.35,Medium,139,30,24,Day,-2,6,58
2086.35,Medium,141,30,24,Day,-2,6,59
2086.35,Heavy,136,30,24,Day,-2,6,61
2086.35,Medium,132,30,24,Day,-2,6,59
2086.35,Heavy,144,30,28,Day,-2,9,58
2086.35,Heavy,136,30,28,Day,-2,9,57
2086.35,Medium,142,30,28,Day,-2,9,57
2086.35,Heavy,147,30,28,Day,-2,9,58
2086.35,Heavy,152,30,28,Day,-2,9,59
2086.35,Medium,132,30,27,Day,-3,8,58
2086.35,Heavy,141,30,27,Day,-3,8,59
2086.35,Medium,143,30,27,Day,-3,8,54
2086.35,Heavy,154,30,27,Day,-3,8,59
2086.35,Medium,146,30,27,Day,-3,8,58
2086.35,Heavy,155,30,33,Day,-2,7,59
1750,Medium,141,30,33,Day,-2,7,57
2086.35,Light,90,30,33,Day,-2,7,58
2086.35,Heavy,158,30,33,Day,-2,7,59
2086.35,Light,84,30,33,Day,-2,7,57
2086.35,Medium,136,30,31,Day,4,6,58
2086.35,Heavy,154,30,31,Day,4,6,60
2086.35,Heavy,139,30,31,Day,4,6,61
2086.35,Medium,130,30,31,Day,4,6,61
2086.35,Medium,146,30,31,Day,4,6,59
2086.35,Medium,132,30,24,Day,9,10,57
2086.35,Medium,142,30,24,Day,9,10,59
2086.35,Medium,143,30,24,Day,9,10,56
1750,Medium,147,30,24,Day,9,10,57
2086.35,Heavy,138,30,24,Day,9,10,57
2086.35,Heavy,152,30,33,Day,-4,9,56
2086.35,Heavy,139,30,33,Day,-4,9,56
1750,Light,99,30,33,Day,-4,9,53
2086.35,Medium,145,30,33,Day,-4,9,56
2086.35,Light,75,30,33,Day,-4,9,57
1750,Medium,150,30,24,Day,-9,7,54
2086.35,Medium,143,30,24,Day,-9,7,57
2086.35,Heavy,149,30,24,Day,-9,7,56
2086.35,Medium,138,30,24,Day,-9,7,55
1750,Medium,144,30,24,Day,-9,7,55
2086.35,Medium,146,30,27,Day,5,7,59
2086.35,Heavy,159,30,27,Day,5,7,62
2086.35,Medium,133,30,27,Day,5,7,60
2086.35,Medium,141,30,27,Day,5,7,60
2086.35,Light,80,30,27,Day,5,7,56
2086.35,Heavy,141,30,31,Day,-9,8,56
2086.35,Light,98,30,31,Day,-9,8,55
2086.35,Heavy,145,30,31,Day,-9,8,55
2086.35,Heavy,147,30,31,Day,-9,8,57
2086.35,Light,108,30,31,Day,-9,8,55
2086.35,Light,99,30,28,Day,7,8,61
2086.35,Heavy,141,30,28,Day,7,8,59
2086.35,Medium,149,30,28,Day,7,8,62
2086.35,Medium,133,30,28,Day,7,8,59
2086.35,Heavy,142,30,28,Day,7,8,60
2086.35,Heavy,154,30,25,Day,-9,10,54
2086.35,Heavy,156,30,25,Day,-9,10,56
2086.35,Heavy,155,30,25,Day,-9,10,54
1750,Medium,148,30,25,Day,-9,10,52
1750,Light,84,30,25,Day,-9,10,50
2086.35,Heavy,145,30,29,Day,5,10,60
1750,Medium,131,30,29,Day,5,10,57
2086.35,Medium,138,30,29,Day,5,10,58
2086.35,Heavy,151,30,29,Day,5,10,60
1750,Medium,132,30,29,Day,5,10,55
2086.35,Medium,135,30,28,Day,-8,6,58
2086.35,Light,79,30,28,Day,-8,6,56
2086.35,Medium,134,30,28,Day,-8,6,56
2086.35,Light,97,30,28,Day,-8,6,57
2086.35,Medium,146,30,28,Day,-8,6,60
2086.35,Medium,138,30,25,Day,4,6,61
2086.35,Medium,132,30,25,Day,4,6,61
2086.35,Heavy,154,30,25,Day,4,6,63
2086.35,Medium,146,30,25,Day,4,6,59
2086.35,Heavy,144,30,25,Day,4,6,61
1750,Medium,132,30,34,Day,-2,10,57
1750,Medium,147,30,34,Day,-2,10,53
2086.35,Heavy,152,30,34,Day,-2,10,58
2086.35,Medium,146,30,34,Day,-2,10,56
2086.35,Heavy,158,30,34,Day,-2,10,57
2086.35,Light,77,30,34,Day,-2,10,56
2086.35,Heavy,137,30,34,Day,-2,10,59
2086.35,Light,87,30,34,Day,-2,10,56
2086.35,Heavy,158,30,34,Day,-2,10,55
1750,Medium,144,30,34,Day,-2,10,56
2086.35,Heavy,159,30,34,Day,9,9,63
2086.35,Light,83,30,34,Day,9,9,58
2086.35,Medium,133,30,34,Day,9,9,59
2086.35,Heavy,148,30,34,Day,9,9,62
2086.35,Medium,134,30,34,Day,9,9,59
1750,Medium,131,30,26,Day,-3,8,57
1750,Medium,140,30,26,Day,-3,8,56
2086.35,Medium,138,30,26,Day,-3,8,57
2086.35,Medium,132,30,26,Day,-3,8,55
2086.35,Medium,138,30,26,Day,-3,8,59
2086.35,Heavy,137,30,32,Day,9,6,64
2086.35,Light,99,30,32,Day,9,6,61
2086.35,Medium,131,30,32,Day,9,6,58
2086.35,Heavy,146,30,32,Day,9,6,62
2086.35,Heavy,144,30,32,Day,9,6,61
2086.35,Medium,138,30,30,Day,-4,8,55
2086.35,Medium,144,30,30,Day,-4,8,56
2086.35,Medium,137,30,30,Day,-4,8,59
2086.35,Medium,134,30,30,Day,-4,8,57
2086.35,Medium,140,30,30,Day,-4,8,54
2086.35,Medium,131,30,30,Day,-4,8,56
2086.35,Medium,144,30,30,Day,-4,8,55
2086.35,Light,82,30,30,Day,-4,8,54
2086.35,Heavy,139,30,30,Day,-4,8,57
2086.35,Heavy,150,30,30,Day,-4,8,57
1750,Medium,147,30,34,Day,-7,10,54
2086.35,Medium,135,30,34,Day,-7,10,57
1750,Medium,134,30,34,Day,-7,10,53
2086.35,Heavy,150,30,34,Day,-7,10,56
1750,Medium,142,30,34,Day,-7,10,54
2086.35,Medium,134,30,29,Day,-3,9,56
2086.35,Heavy,147,30,29,Day,-3,9,56
2086.35,Heavy,151,30,29,Day,-3,9,59
2086.35,Heavy,152,30,29,Day,-3,9,55
2086.35,Heavy,142,30,29,Day,-3,9,58
2086.35,Medium,142,30,31,Day,9,7,60
2086.35,Medium,148,30,31,Day,9,7,62
2086.35,Heavy,160,30,31,Day,9,7,64
2086.35,Heavy,137,30,31,Day,9,7,62
2086.35,Light,108,30,31,Day,9,7,57
1750,Light,101,30,27,Day,-2,9,53
1750,Medium,142,30,27,Day,-2,9,56
2086.35,Heavy,147,30,27,Day,-2,9,58
2086.35,Heavy,135,30,27,Day,-2,9,56
1750,Medium,135,30,27,Day,-2,9,56
2086.35,Medium,146,30,24,Day,5,7,48
2086.35,Heavy,146,30,24,Day,5,7,47
2086.35,Medium,136,30,24,Day,5,7,47
1750,Medium,130,30,24,Day,5,7,46
2086.35,Medium,130,30,24,Day,5,7,47
2086.35,Heavy,146,30,23,Day,-3,6,46
2086.35,Heavy,160,30,23,Day,-3,6,47
2086.35,Medium,146,30,23,Day,-3,6,47
1750,Medium,135,30,23,Day,-3,6,46
2086.35,Heavy,140,30,23,Day,-3,6,46
2086.35,Medium,140,30,24,Day,1,7,49
1750,Light,83,30,24,Day,1,7,47
1750,Medium,135,30,24,Day,1,7,48
2086.35,Heavy,138,30,24,Day,1,7,49
2086.35,Heavy,153,30,24,Day,1,7,50
1750,Light,94,30,23,Day,-6,7,46
2086.35,Light,106,30,23,Day,-6,7,48
1750,Medium,137,30,23,Day,-6,7,45
1750,Medium,130,30,23,Day,-6,7,48
2086.35,Medium,147,30,23,Day,-6,7,49
2086.35,Heavy,157,30,24,Day,-8,8,49
1750,Medium,136,30,24,Day,-8,8,47
2086.35,Heavy,150,30,24,Day,-8,8,49
2086.35,Heavy,151,30,24,Day,-8,8,49
1750,Medium,131,30,24,Day,-8,8,48
2086.35,Medium,138,30,24,Day,-4,6,50
2086.35,Heavy,143,30,24,Day,-4,6,51
2086.35,Heavy,137,30,24,Day,-4,6,50
2086.35,Medium,149,30,24,Day,-4,6,50
2086.35,Medium,140,30,24,Day,-4,6,51
1750,Light,99,30,23,Day,-9,8,49
1750,Medium,132,30,23,Day,-9,8,49
2086.35,Heavy,137,30,23,Day,-9,8,50
2086.35,Medium,145,30,23,Day,-9,8,50
2086.35,Heavy,150,30,23,Day,-9,8,50
2086.35,Heavy,154,30,24,Day,2,5,54
2086.35,Heavy,137,30,24,Day,2,5,53
2086.35,Medium,146,30,24,Day,2,5,54
2086.35,Medium,148,30,24,Day,2,5,53
2086.35,Medium,143,30,24,Day,2,5,54
2086.35,Heavy,153,30,24,Day,0,8,52
2086.35,Heavy,156,30,24,Day,0,8,52
2086.35,Light,95,30,24,Day,0,8,53
1750,Medium,130,30,24,Day,0,8,52
2086.35,Heavy,139,30,24,Day,0,8,55
2086.35,Medium,145,30,26,Day,5,10,54
2086.35,Heavy,148,30,26,Day,5,10,55
2086.35,Medium,150,30,26,Day,5,10,56
2086.35,Heavy,139,30,26,Day,5,10,55
2086.35,Medium,146,30,26,Day,5,10,57
1750,Medium,130,30,26,Day,2,8,54
2086.35,Heavy,154,30,26,Day,2,8,55
2086.35,Medium,130,30,26,Day,2,8,54
2086.35,Heavy,137,30,26,Day,2,8,55
2086.35,Medium,132,30,26,Day,2,8,55
1750,Medium,137,30,24,Day,-7,9,51
2086.35,Medium,139,30,24,Day,-7,9,55
1750,Medium,131,30,24,Day,-7,9,53
1750,Light,83,30,24,Day,-7,9,52
2086.35,Heavy,145,30,24,Day,-7,9,55
2086.35,Heavy,144,30,26,Day,-3,9,56
2086.35,Heavy,157,30,26,Day,-3,9,53
2086.35,Medium,142,30,26,Day,-3,9,54
2086.35,Heavy,160,30,26,Day,-3,9,54
2086.35,Heavy,153,30,26,Day,-3,9,55
2086.35,Heavy,157,30,25,Day,-3,6,55
2086.35,Heavy,156,30,25,Day,-3,6,55
2086.35,Medium,146,30,25,Day,-3,6,55
2086.35,Medium,149,30,25,Day,-3,6,54
2086.35,Heavy,142,30,25,Day,-3,6,56
2086.35,Medium,150,30,25,Day,4,6,59
2086.35,Medium,149,30,25,Day,4,6,59
2086.35,Light,104,30,25,Day,4,6,60
2086.35,Light,90,30,25,Day,4,6,59
2086.35,Heavy,147,30,25,Day,4,6,59
2086.35,Medium,148,30,26,Day,-1,6,56
2086.35,Medium,134,30,26,Day,-1,6,58
1750,Medium,130,30,26,Day,-1,6,56
1750,Light,75,30,26,Day,-1,6,55
2086.35,Medium,145,30,26,Day,-1,6,57
2086.35,Heavy,159,30,25,Day,-8,8,55
2086.35,Medium,145,30,25,Day,-8,8,57
2086.35,Medium,136,30,25,Day,-8,8,56
2086.35,Heavy,157,30,25,Day,-8,8,57
1750,Medium,132,30,25,Day,-8,8,55
2086.35,Heavy,139,30,27,Day,-3,8,57
2086.35,Medium,143,30,27,Day,-3,8,58
2086.35,Light,110,30,27,Day,-3,8,58
2086.35,Light,107,30,27,Day,-3,8,59
1750,Medium,139,30,27,Day,-3,8,56
1750,Medium,134,30,26,Day,-2,7,57
2086.35,Heavy,144,30,26,Day,-2,7,59
2086.35,Heavy,160,30,26,Day,-2,7,58
2086.35,Medium,142,30,26,Day,-2,7,58
2086.35,Medium,149,30,26,Day,-2,7,58
2086.35,Medium,141,30,27,Day,7,8,62
1750,Medium,130,30,27,Day,7,8,58
2086.35,Heavy,153,30,27,Day,7,8,62
1750,Medium,130,30,27,Day,7,8,59
2086.35,Medium,142,30,27,Day,7,8,61
2086.35,Medium,141,30,27,Day,-2,8,59
2086.35,Heavy,151,30,27,Day,-2,8,58
2086.35,Heavy,160,30,27,Day,-2,8,59
2086.35,Heavy,160,30,27,Day,-2,8,58
1750,Medium,131,30,27,Day,-2,8,58
2086.35,Medium,150,30,27,Day,-4,10,57
2086.35,Medium,147,30,27,Day,-4,10,59
1750,Medium,133,30,27,Day,-4,10,58
2086.35,Medium,150,30,27,Day,-4,10,58
1750,Medium,134,30,27,Day,-4,10,58
2086.35,Medium,138,30,27,Day,-6,10,60
1750,Medium,132,30,27,Day,-6,10,58
2086.35,Heavy,150,30,27,Day,-6,10,59
2086.35,Heavy,158,30,27,Day,-6,10,58
1750,Medium,134,30,27,Day,-6,10,58
2086.35,Light,97,30,27,Day,8,6,62
2086.35,Heavy,159,30,27,Day,8,6,62
2086.35,Medium,146,30,27,Day,8,6,62
2086.35,Heavy,154,30,27,Day,8,6,62
2086.35,Heavy,153,30,27,Day,8,6,62
2086.35,Medium,146,30,28,Day,0,10,59
2086.35,Medium,143,30,28,Day,0,10,61
2086.35,Medium,149,30,28,Day,0,10,60
2086.35,Medium,150,30,28,Day,0,10,60
1750,Light,79,30,28,Day,0,10,58
2086.35,Medium,150,30,28,Day,6,10,62
1750,Medium,133,30,28,Day,6,10,61
2086.35,Medium,144,30,28,Day,6,10,62
2086.35,Medium,141,30,28,Day,6,10,62
2086.35,Medium,146,30,28,Day,6,10,62
2086.35,Heavy,140,30,29,Day,-2,9,61
1750,Medium,139,30,29,Day,-2,9,58
1750,Light,83,30,29,Day,-2,9,59
2086.35,Medium,134,30,29,Day,-2,9,61
2086.35,Heavy,139,30,29,Day,-2,9,61
2086.35,Heavy,147,30,27,Day,8,9,62
2086.35,Heavy,135,30,27,Day,8,9,62
2086.35,Medium,136,30,27,Day,8,9,62
2086.35,Medium,142,30,27,Day,8,9,62
2086.35,Medium,148,30,27,Day,8,9,62
2086.35,Heavy,146,30,29,Day,3,5,61
2086.35,Medium,148,30,29,Day,3,5,62
2086.35,Medium,136,30,29,Day,3,5,62
2086.35,Medium,147,30,29,Day,3,5,62
2086.35,Medium,149,30,29,Day,3,5,62
2086.35,Medium,142,30,28,Day,5,9,62
2086.35,Heavy,159,30,28,Day,5,9,62
1750,Medium,130,30,28,Day,5,9,59
2086.35,Heavy,140,30,28,Day,5,9,62
2086.35,Medium,134,30,28,Day,5,9,62
2086.35,Light,110,30,28,Day,-3,5,61
2086.35,Medium,147,30,28,Day,-3,5,61
2086.35,Heavy,149,30,28,Day,-3,5,62
1750,Medium,130,30,28,Day,-3,5,60
2086.35,Heavy,155,30,28,Day,-3,5,60
2086.35,Heavy,157,30,28,Day,2,7,62
2086.35,Medium,140,30,28,Day,2,7,62
2086.35,Medium,150,30,28,Day,2,7,62
2086.35,Medium,137,30,28,Day,2,7,62
2086.35,Medium,137,30,28,Day,2,7,61
2086.35,Heavy,160,30,31,Day,7,7,62
2086.35,Light,111,30,31,Day,7,7,62
2086.35,Medium,138,30,31,Day,7,7,62
2086.35,Light,91,30,31,Day,7,7,62
2086.35,Medium,145,30,31,Day,7,7,62
2086.35,Heavy,147,30,31,Day,-9,7,59
2086.35,Medium,147,30,31,Day,-9,7,61
2086.35,Medium,142,30,31,Day,-9,7,59
2086.35,Heavy,156,30,31,Day,-9,7,59
1750,Medium,130,30,31,Day,-9,7,59
2086.35,Medium,140,30,29,Day,0,6,61
2086.35,Medium,150,30,29,Day,0,6,60
2086.35,Light,101,30,29,Day,0,6,62
2086.35,Medium,146,30,29,Day,0,6,60
2086.35,Medium,132,30,29,Day,0,6,62
2086.35,Medium,130,30,29,Day,-3,5,61
2086.35,Heavy,139,30,29,Day,-3,5,62
2086.35,Heavy,140,30,29,Day,-3,5,61
2086.35,Medium,150,30,29,Day,-3,5,60
2086.35,Heavy,139,30,29,Day,-3,5,60
2086.35,Heavy,155,30,30,Day,-9,10,59
2086.35,Medium,143,30,30,Day,-9,10,58
1750,Medium,142,30,30,Day,-9,10,56
2086.35,Heavy,147,30,30,Day,-9,10,59
1750,Medium,137,30,30,Day,-9,10,57
2086.35,Medium,131,30,30,Day,-7,8,59
2086.35,Heavy,160,30,30,Day,-7,8,58
2086.35,Medium,131,30,30,Day,-7,8,60
2086.35,Medium,147,30,30,Day,-7,8,58
1750,Medium,141,30,30,Day,-7,8,57
2086.35,Medium,144,30,31,Day,-7,5,61
2086.35,Medium,134,30,31,Day,-7,5,60
2086.35,Light,113,30,31,Day,-7,5,59
1750,Medium,135,30,31,Day,-7,5,58
2086.35,Medium,147,30,31,Day,-7,5,59
2086.35,Heavy,136,30,32,Day,-5,10,60
2086.35,Heavy,153,30,32,Day,-5,10,60
2086.35,Heavy,136,30,32,Day,-5,10,59
1750,Medium,144,30,32,Day,-5,10,55
1750,Medium,139,30,32,Day,-5,10,56
1750,Light,98,30,32,Day,-9,9,56
1750,Light,79,30,32,Day,-9,9,57
1750,Medium,142,30,32,Day,-9,9,56
1750,Medium,140,30,32,Day,-9,9,55
1750,Medium,144,30,32,Day,-9,9,56
2086.35,Heavy,159,30,31,Day,4,7,62
2086.35,Medium,140,30,31,Day,4,7,60
2086.35,Heavy,156,30,31,Day,4,7,60
2086.35,Heavy,138,30,31,Day,4,7,60
2086.35,Medium,132,30,31,Day,4,7,60
2086.35,Medium,147,30,31,Day,5,6,62
2086.35,Medium,148,30,31,Day,5,6,60
2086.35,Light,95,30,31,Day,5,6,60
2086.35,Heavy,140,30,31,Day,5,6,60
2086.35,Medium,143,30,31,Day,5,6,59
2086.35,Medium,131,30,32,Day,3,7,59
2086.35,Heavy,143,30,32,Day,3,7,59
2086.35,Medium,144,30,32,Day,3,7,59
2086.35,Heavy,145,30,32,Day,3,7,59
2086.35,Medium,145,30,32,Day,3,7,59
2086.35,Heavy,135,30,33,Day,-3,5,58
2086.35,Medium,137,30,33,Day,-3,5,57
2086.35,Medium,144,30,33,Day,-3,5,57
2086.35,Heavy,149,30,33,Day,-3,5,57
2086.35,Medium,143,30,33,Day,-3,5,56
1750,Medium,131,30,31,Day,-6,10,55
2086.35,Medium,144,30,31,Day,-6,10,55
1750,Light,97,30,31,Day,-6,10,56
1750,Medium,142,30,31,Day,-6,10,55
2086.35,Medium,147,30,31,Day,-6,10,56
2086.35,Medium,144,30,31,Day,-3,9,54
1750,Medium,134,30,31,Day,-3,9,55
2086.35,Medium,146,30,31,Day,-3,9,55
2086.35,Medium,136,30,31,Day,-3,9,56
1750,Medium,142,30,31,Day,-3,9,55
1750,Medium,132,30,34,Day,1,9,56
2086.35,Heavy,143,30,34,Day,1,9,56
2086.35,Medium,144,30,34,Day,1,9,57
1750,Medium,131,30,34,Day,1,9,56
1750,Light,93,30,34,Day,1,9,56
2086.35,Medium,139,30,32,Day,-3,7,55
1750,Medium,131,30,32,Day,-3,7,53
2086.35,Heavy,158,30,32,Day,-3,7,53
1750,Medium,130,30,32,Day,-3,7,54
2086.35,Heavy,155,30,32,Day,-3,7,54
2086.35,Medium,140,30,34,Day,-8,6,54
1750,Medium,138,30,34,Day,-8,6,53
2086.35,Heavy,142,30,34,Day,-8,6,54
1750,Medium,134,30,34,Day,-8,6,53
2086.35,Medium,133,30,34,Day,-8,6,54
2086.35,Medium,144,30,32,Day,-4,8,53
2086.35,Medium,135,30,32,Day,-4,8,54
2086.35,Heavy,153,30,32,Day,-4,8,53
2086.35,Heavy,145,30,32,Day,-4,8,54
2086.35,Medium,137,30,32,Day,-4,8,54
2086.35,Heavy,139,30,33,Day,1,6,54
2086.35,Medium,135,30,33,Day,1,6,55
2086.35,Medium,141,30,33,Day,1,6,54
2086.35,Heavy,149,30,33,Day,1,6,55
1750,Medium,134,30,33,Day,1,6,53
2086.35,Heavy,147,30,35,Day,-3,10,52
2086.35,Medium,140,30,35,Day,-3,10,51
1750,Medium,139,30,35,Day,-3,10,51
1750,Medium,134,30,35,Day,-3,10,51
2086.35,Heavy,135,30,35,Day,-3,10,52
1750,Medium,134,30,33,Day,-9,5,51
2086.35,Heavy,137,30,33,Day,-9,5,52
2086.35,Light,104,30,33,Day,-9,5,51
1750,Light,85,30,33,Day,-9,5,50
1750,Medium,138,30,33,Day,-9,5,49
2086.35,Medium,130,30,35,Day,3,5,52
2086.35,Medium,137,30,35,Day,3,5,53
2086.35,Light,111,30,35,Day,3,5,53
2086.35,Medium,143,30,35,Day,3,5,53
2086.35,Light,79,30,35,Day,3,5,53
1750,Medium,133,30,35,Day,-3,10,48
2086.35,Medium,142,30,35,Day,-3,10,51
1750,Medium,137,30,35,Day,-3,10,48
2086.35,Heavy,141,30,35,Day,-3,10,50
1750,Medium,135,30,35,Day,-3,10,48
2086.35,Heavy,135,30,35,Day,-1,10,50
2086.35,Light,99,30,35,Day,-1,10,50
2086.35,Medium,146,30,35,Day,-1,10,48
2086.35,Medium,143,30,35,Day,-1,10,49
2086.35,Heavy,155,30,35,Day,-1,10,49
2086.35,Medium,148,30,34,Day,-9,7,48
1750,Medium,135,30,34,Day,-9,7,46
2086.35,Medium,137,30,34,Day,-9,7,48
1750,Medium,139,30,34,Day,-9,7,46
2086.35,Medium,130,30,34,Day,-9,7,48
2086.35,Heavy,154,30,35,Day,2,7,50
1750,Medium,135,30,35,Day,2,7,48
2086.35,Light,107,30,35,Day,2,7,50
1750,Medium,130,30,35,Day,2,7,47
1750,Medium,133,30,35,Day,2,7,47
1750,Medium,138,30,32,Day,-1,8,50
1750,Medium,139,30,32,Day,-1,8,51
2086.35,Heavy,160,30,32,Day,-1,8,50
1750,Medium,145,30,32,Day,-1,8,47
1750,Medium,131,30,32,Day,-1,8,50
2086.35,Heavy,158,30,32,Day,-1,8,51
1750,Medium,131,30,23,Day,-9,7,46
2086.35,Heavy,151,30,23,Day,-9,7,47
1750,Medium,146,30,23,Day,-9,7,44
2086.35,Heavy,154,30,23,Day,-9,7,47
1750,Medium,137,30,23,Day,-9,7,48
1750,Medium,148,30,23,Day,-9,7,46
1750,Medium,149,30,22,Day,-4,8,48
1750,Medium,148,30,22,Day,-4,8,49
1750,Light,88,30,22,Day,-4,8,50
1750,Medium,138,30,22,Day,-4,8,51
2086.35,Heavy,144,30,22,Day,-4,8,53
1750,Medium,132,30,22,Day,-4,8,51
2086.35,Medium,148,30,33,Day,4,10,57
1750,Medium,136,30,33,Day,4,10,53
